Date_of_Sale,Address,County,Eircode,Price,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Sale_Year,Sale_Month
2021-10-07,"6 KERRS BAY, RATHMULLAN, DONEGAL",Donegal,,225000.0,0,0,0,,2021,10
2024-08-02,"5 HEPBURN COURT, BALLYFIN RD, PORTLAOISE",Laois,R32N9CX,20000.0,1,0,0,,2024,8
2012-02-20,"Kedros, Ballyvelig, Campile",Wexford,,120000.0,0,0,0,,2012,2
2023-01-31,"6  GLEANN ARD, THE LOOKOUT, DUNMORE EAST",Waterford,X91A9X4,285000.0,0,0,0,,2023,1
2020-03-31,"37 Berford, Station Road, Duleek",Meath,,242290.75,0,1,1,,2020,3
2013-09-18,"Umlagh, Carrigart",Donegal,,173000.0,0,0,0,,2013,9
2019-07-24,"40 BALLINORIG EST, TRALEE, KERRY",Kerry,,110000.0,0,0,0,,2019,7
2024-06-20,"FORTWILLIAM, SIXMILEBRIDGE, CLARE",Clare,V95VP8R,180000.0,0,0,0,,2024,6
2012-06-11,"Ballydotia, Moycullen",Galway,,250000.0,0,0,0,,2012,6
2022-12-12,"1 The Heights, Barnoaks, Citywest Road",Dublin,,365638.78,0,1,1,,2022,12
2021-11-18,"26 ROSSDARRAGH GLEN, RATHEVEN, PORTLAOISE",Laois,R32N6XV,170000.0,0,0,0,,2021,11
2020-11-04,"33 CAIRN COURT, POPPIN TREE, BALLYMUN DUBLIN 11",Dublin,,192000.0,0,0,0,,2020,11
2016-10-28,"MOULAROSTIG, SNEEM, KILLARNEY",Kerry,,295000.0,0,0,0,,2016,10
2018-12-03,"26 ASHBOURNE AVE, CIRCULAR RD SOUTH, LIMERICK",Limerick,,222000.0,0,0,0,,2018,12
2017-02-20,"28 MARKET COURT, MARKET YARD, NEWCASTLE WEST",Limerick,,33500.0,0,0,0,,2017,2
2021-06-18,"26 FERNDALE, KNOCK HILL, ENNIS RD",Limerick,V94C9TY,355500.0,0,0,0,,2021,6
2023-06-02,"40 AUGHRIM HALL, AUGHRIM, WICKLOW",Wicklow,Y14A725,450000.0,0,0,0,,2023,6
2022-03-03,"5 ASHCROFT, CLOYNE, CORK",Cork,P25FY99,225000.0,0,0,0,,2022,3
2017-10-10,"101 OCEAN WAVE, SALTHILL, GALWAY",Galway,,298000.0,0,0,0,,2017,10
2010-10-08,"9 Castlemeadows, Murrinstown",Wexford,,225000.0,0,0,0,,2010,10
2024-02-16,"2 THE WALK FAIRFIELD PARK, FAIRFIELD PARK, WATERFORD",Waterford,X91DE4Y,226000.0,0,0,0,,2024,2
2013-07-15,"19 The Links, Donabate, Co. Dublin",Dublin,,210000.0,0,0,0,,2013,7
2024-09-11,"BALLYKEVAN EAST, BALLINGARRY, LIMERICK",Limerick,,60000.0,0,0,0,,2024,9
2022-05-12,"APT 16 BOWERS VIEW, BALLINROBE, CO MAYO",Mayo,F31ND37,135000.0,0,0,0,,2022,5
2017-03-13,"25 THE HAVEN, GRANTSTOWN PARK, WATERFORD",Waterford,,160000.0,0,0,0,,2017,3
2019-07-29,"BALLINVOHER, ARFERT, CO KERRY",Kerry,,92000.0,0,0,0,,2019,7
2019-07-30,"FLAT 5, 8 THE DIAMOND, MONAGHAN",Monaghan,,32500.0,0,0,0,,2019,7
2024-02-01,"6 Cherry Lane, Janeville, Cork Road",Cork,,246525.0,0,1,1,,2024,2
2019-02-08,"VALLEY VIEW, COOLROE LOWER, GLENBEIGH",Kerry,,204000.0,0,0,0,,2019,2
2012-08-23,"36 Harelawn Green, Clondalkin, Dublin 22",Dublin,,51150.0,1,0,0,,2012,8
2017-10-04,"UPPER CARRIGART, ALTMORE, CO DONEGAL",Donegal,,140000.0,0,0,0,,2017,10
2017-01-25,"4 SYCAMORE SPRINGS, NAAS, CO. KILDARE",Kildare,,140000.0,0,0,0,,2017,1
2021-11-24,"15 Blackmillers Hill, Rathbride Road, Kildare",Kildare,,237885.0,0,1,1,,2021,11
2013-01-18,"20 Ryemont Abbey, Leixlip",Kildare,,95000.0,0,0,0,,2013,1
2011-07-29,"Marlmount, Chapel Road, Haggardstown",Louth,,300000.0,0,0,0,,2011,7
2014-10-07,"Apartment 506 The Gates, Beacon South Quarter, Sandyford",Dublin,,288528.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2014,10
2019-06-13,"APT 34 THOMAS SCURLOCK BLOCK, WESTPARK APTS, CITYWEST",Dublin,,246428.57,0,0,0,,2019,6
2024-07-22,"10, GLEN ABHAINN PARK, ENFIELD",Meath,A83X521,387000.0,0,0,0,,2024,7
2025-07-25,"KNOPOGUE, MALLOW, CO CORK",Cork,P51F6EV,200000.0,0,0,0,,2025,7
2019-12-20,"16 CARNDONAGH RD, DONAGHMEDE, DUBLIN 13",Dublin,,280000.0,0,0,0,,2019,12
2022-03-14,"4 FAIRHILL DRIVE, FAIR HILL, CORK",Cork,T23R2Y2,235000.0,0,0,0,,2022,3
2023-10-20,"30 BURNABY MEWS, GREYSTONES, CO WICKLOW",Wicklow,A63XF66,455000.0,0,0,0,,2023,10
2018-05-02,"61 ANNFIELD DR, CASTLEKNOCK, DUBLIN 15",Dublin,,290000.0,0,0,0,,2018,5
2022-04-07,"10 LARCH COURT, KENNEDY PARK, LIMERICK",Limerick,V94AC8C,140000.0,0,0,0,,2022,4
2015-10-15,"6 Glenbrook, Newtownmountkennedy",Wicklow,,227017.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2015,10
2022-03-10,"23 VIEWMOUNT PARK, WATERFORD, WATERFORD",Waterford,X91DT1K,250000.0,0,0,0,,2022,3
2017-04-26,"CHAPEL RD, DROMISKIN, DUNDALK",Louth,,130000.0,0,0,0,,2017,4
2023-12-21,"12 ARDAGH CRESCENT, BLACKROCK, DUBLIN",Dublin,A94X240,675000.0,0,0,0,,2023,12
2017-09-14,"78 WINDMILL AVE, SWORDS, DUBLIN",Dublin,,300000.0,0,0,0,,2017,9
2016-12-05,"17 OLYMPIA COURT, PARNELL ST, WATERFORD",Waterford,,45916.74,0,0,0,,2016,12
2024-05-01,"Black's Avenue, Bonavalley, Athlone",Westmeath,N37P3V5,365000.0,0,0,0,,2024,5
2014-04-25,"St Mary's, 54 Booterstown Avenue, Blackrock",Dublin,,1450000.0,0,0,0,,2014,4
2015-03-01,"21 COIS MARA, DAVITTS QUAY, DUNGARVAN",Waterford,,55000.0,0,0,0,,2015,3
2022-10-24,"KILPATRICK, BALLYCUMBER, COUNTY OFFALY",Offaly,,70000.0,0,0,0,,2022,10
2016-05-04,"15 AVE MARIA RD, MARYLAND, CORK ST DUBLIN 8",Dublin,,193000.0,0,0,0,,2016,5
2021-08-04,"70 ALEXANDRA PARK, CLANE, CO KILDARE",Kildare,W91YW01,256000.0,0,0,0,,2021,8
2018-02-23,"KILLEEN, MAGANEY, CARLOW",Laois,,150000.0,0,0,0,,2018,2
2010-07-09,"6 Distillery Road, Drumcondra, Dublin 3",Dublin,,275000.0,0,0,0,,2010,7
2013-10-16,"8 THe Meadows, Graigavern, Ballybritta",Laois,,167000.0,0,0,0,,2013,10
2023-06-12,"3 HOLYWELL CRESCENT NORTH, NEVINSTOWN, SWORDS DUBLIN",Dublin,K67XR98,330000.0,0,0,0,,2023,6
2014-05-20,"Cornamult, Terryglass",Tipperary,,100000.0,0,0,0,,2014,5
2020-09-18,"APT.6 - AMBERWOOD, MULHUDDART, DUBLIN 15",Dublin,,187000.0,0,0,0,,2020,9
2022-08-26,"8 Washington Green, Belcamp, Malahide Road",Dublin,,453744.49,0,1,1,,2022,8
2023-04-13,"20 THE SQUARE, ANNACOTTY, LIMERICK",Limerick,V94P3K4,245000.0,0,0,0,,2023,4
2013-01-24,"1 Trawmore Cottages, Keel, Achill",Mayo,,125000.0,0,0,0,,2013,1
2022-10-08,"THE HONEY POT, CARRIGAUN HOUSE, CARRIGAUN",Waterford,E914N34,645000.0,0,0,0,,2022,10
2023-06-23,"21 WATERSIDE, CAPPAHARD, TULLA RD",Clare,V95W5H6,228000.0,0,0,0,,2023,6
2023-10-25,"66 Hillfort Drive, Hillfort, Kill",Kildare,,409692.0,0,1,1,,2023,10
2018-09-27,"2 CHAPEL CLOSE, NEWCASTLE WEST, LIMERICK",Limerick,,196000.0,0,0,0,,2018,9
2021-12-10,"34 BALLINTREE CRESCENT, TYURELLSTOWN, DUBLIN 15",Dublin,D15Y2P5,305000.0,0,0,0,,2021,12
2023-09-15,"10 LISSADELL AVE, POWERSCOURT LAWNS, DUNMORE RD",Waterford,X91TK4A,362000.0,0,0,0,,2023,9
2018-09-26,"47 PARK WOOD, GRANGERATH, DROGHEDA",Meath,,175000.0,0,0,0,,2018,9
2013-02-25,"17 RINGCURRAN RISE, ARDBRACK, KINSALE",Cork,,320000.0,0,0,0,,2013,2
2024-04-19,"KILREE STREET, BAGENALSTOWN, COUNTY CARLOW",Carlow,,175000.0,0,0,0,,2024,4
2015-11-11,"21 BLACKROCK COURT, DUNGARVIN, CO WATERFORD",Waterford,,85000.0,0,0,0,,2015,11
2021-02-26,"68 ELDERWOOD, CASTLEBRIDGE, CO WEXFORD",Wexford,,369000.0,0,0,0,,2021,2
2025-07-16,"95 DONNYBROOK MANOR, DONNYBROOK, DUBLIN 4",Dublin,D04V9T8,750000.0,0,0,0,,2025,7
2024-02-26,"3 ST ERNANS HILL, ANNAGH, KINGSCOURT",Cavan,A82H9X3,180000.0,0,0,0,,2024,2
2010-10-22,"53  Tailteann Court, Mullingar",Westmeath,,88986.78,0,1,1,less than 38 sq metres,2010,10
2012-05-04,"145 Bangor Road, Crumlin, Dublin",Dublin,,75000.0,0,0,0,,2012,5
2010-04-09,"29 The Drive, Earls Court, Kill",Kildare,,300000.0,0,0,0,,2010,4
2023-10-11,"47 An Lumann, Straffan",Kildare,,439648.0,0,1,1,,2023,10
2019-02-18,"CARRAIG VIEW, BROWNSTOWN, NEWCASTLE",Dublin,,530000.0,0,0,0,,2019,2
2017-01-23,"BALLYBEG, ENNIS, CO CLARE",Clare,,280000.0,0,0,0,,2017,1
2024-10-15,"Apartment 53  Hayfield Court, Churchview Road and Church Road, Killiney  DN15061 (part of)",Dublin,,357467.18,0,1,1,,2024,10
2018-10-25,"THE OLD CANAL BANK, SOUTH ALLEN WOOD, CO KILDARE",Kildare,,360000.0,0,0,0,,2018,10
2013-12-05,"An Tigin, Kirikee, Glenmalure",Wicklow,,170000.0,0,0,0,,2013,12
2021-08-30,"96 ROSEWOOD, JOHNSWELL RD, KILKENNY",Kilkenny,R95Y2H6,239000.0,0,0,0,,2021,8
2023-08-10,"CUMMER, TUAM, GALWAY",Galway,H54V126,120000.0,0,0,0,,2023,8
2017-01-05,"16 Maydenhayes Square, Mornington, Co. Meath",Meath,,257268.72,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2017,1
2021-05-14,"31 BALLYRAINE PARK, LETTERKENNY",Donegal,F92Y60H,140000.0,0,0,0,,2021,5
2024-01-25,"176 SHANLISS RD, SANTRY, DUBLIN 9",Dublin,D09A3K8,495000.0,0,0,0,,2024,1
2019-04-09,"315 KILMAINHAM SQ, INCHICORE RD, KILMAINHAM",Dublin,,362500.0,0,0,0,,2019,4
2018-12-20,"62 SEANABOTHAIR, KILEENS, CORK",Cork,,205000.0,0,0,0,,2018,12
2017-11-24,"18 THE PAVILLION II, MARINE RD, DUN LAOGHAIRE",Dublin,,560000.0,0,0,0,,2017,11
2021-11-16,"62 BROTHERTON, SLEATY RD, CARLOW",Carlow,R93E8D9,200000.0,0,0,0,,2021,11
2024-10-25,"6 KNOCKNAGOW, GREENVILLE RD, BLACKROCK",Dublin,A94TW01,473000.0,0,0,0,,2024,10
2022-05-08,"27 Mill Avenue, Millerstown, Kilcock",Meath,,334800.0,0,1,1,,2022,5
2022-05-25,"10 ATLANTIC COAST, RIVERSTOWN, TRAMORE",Waterford,X91WC56,179000.0,0,0,0,,2022,5
2024-06-17,"10 THE MEADOWS, CLASSES LAKE, OVENS",Cork,P31P406,575000.0,0,0,0,,2024,6
2023-08-04,"CUSHINA, PORTARLINGTON, CO OFFALY",Offaly,R32T9D2,270000.0,0,0,0,,2023,8
2019-02-04,"31 ST DOMINICS PARK, ATHY, KILDARE",Kildare,,130000.0,0,0,0,,2019,2
2014-10-15,"1 KNOCKTHOMAS, CASTLEBAR, MAYO",Mayo,,69420.38,1,0,0,,2014,10
2021-12-02,"CREGBOY, CLAREGALWAY, GALWAY",Galway,,367000.0,0,0,0,,2021,12
2011-11-25,"41 ABBEYTOWN, CROSSMOLINA",Mayo,,97500.0,0,0,0,,2011,11
2024-07-05,"5 CLUAIN MULLAN, CASTLEPOLLARD, WESTMEATH",Westmeath,N91XW66,187000.0,0,0,0,,2024,7
2023-08-09,"7 OAKFIELD, KILLARNEY, KERRY",Kerry,V93P7K7,320000.0,0,0,0,,2023,8
2015-11-25,"32 Pinewood Paek, Rathfarnham",Dublin,,500000.0,0,0,0,,2015,11
2019-07-16,"21 KILCRONAN CRESCENT, CLONDALKIN, DUBLIN 22",Dublin,,210000.0,0,0,0,,2019,7
2015-03-18,"2 Galbolie, Bailieborough",Cavan,,183000.0,0,0,0,,2015,3
2014-03-26,"15 TRINITY PLAZA, PEARSE ST, DUBLIN 2",Dublin,,175000.0,0,0,0,,2014,3
2018-11-27,"7 SCHOLARSTOWN PARK, RATHFARNHAM, DUBLIN 16",Dublin,,426000.0,0,0,0,,2018,11
2017-03-24,"22 MILLBROOK COURT, MOUNT BROWN, DUBLIN 8",Dublin,,312000.0,0,0,0,,2017,3
2022-12-12,"41 Butlers View, Ballinglanna, Glanmire",Cork,,378854.7,0,1,1,,2022,12
2025-03-31,"21 An Cluain, Castle Oaks, Breagagh Valley",Kilkenny,,330397.0,0,1,1,,2025,3
2012-10-26,"5 Downeen Court, Downeen, Rosscarbery",Cork,,195000.0,0,0,0,,2012,10
2019-07-18,"61 WYNBERG PARK, BLACKROCK, CO DUBLIN",Dublin,,940000.0,0,0,0,,2019,7
2019-12-17,"41 CLONATTIN VILLAGE, GOREY, WEXFORD",Wexford,,189000.0,0,0,0,,2019,12
2025-01-13,"5 MILLTOWN LODGE, SANDPIT, TERMONFECKIN",Louth,A92W2C1,560000.0,0,0,0,,2025,1
2015-08-12,"7 ASH GROVE, MOYVANE, LISTOWEL",Kerry,,90000.0,0,0,0,,2015,8
2024-05-30,"29 THE KILNS, PORTMARNOCK, DUBLIN",Dublin,D13X2A2,495000.0,0,0,0,,2024,5
2021-08-27,"MORETTE, EMO, PORTLAOISE",Laois,R32T2F7,95000.0,0,0,0,,2021,8
2021-08-18,"1HOLYWELL GROVE, FELTRIM SWORDS, DUBLIN",Dublin,K67Y052,350000.0,0,0,0,,2021,8
2019-07-16,"1A BAYVIEW RISE, BALLYBANE, GALWAY",Galway,,140000.0,0,0,0,,2019,7
2021-04-19,"10 MAHONYS PLACE, DOMINICK ST, CORK",Cork,T23DXV8,150000.0,0,0,0,,2021,4
2020-09-09,"8 Kinsealy Manor, Chapel Road, Kinsealy",Dublin,,392071.0,0,1,1,,2020,9
2015-12-18,"79 BROOKWOOD AVE, ARTANE, DUBLIN 5",Dublin,,410000.0,0,0,0,,2015,12
2023-12-13,"21 NEWTOWN MANOR, NEWTOWN, BALLINDINE",Mayo,,286343.0,0,1,1,,2023,12
2023-05-17,"14 CARLINN HEATH, MULLAHARLIN ROAD, DUNDALK",Louth,A91DRR0,322000.0,0,0,0,,2023,5
2020-09-04,"7 THE CEDARS, DIAMOND VALLEY, LR DARGLE RD",Wicklow,,248500.0,0,0,0,,2020,9
2025-03-27,"APT 1 CARROWMANAGH PARK, OUGHTERARD, GALWAY",Galway,H91N248,165000.0,0,0,0,,2025,3
2022-07-05,"APARTMENT 13, HANOVER RIVERSIDE, FORBES STREET",Dublin,D02F956,580000.0,0,0,0,,2022,7
2020-08-12,"13 ST VINCENT ST SOUTH, SOUTH CIRCULAR RD, DUBLIN 8",Dublin,,587500.0,0,0,0,,2020,8
2024-08-13,"KIT'S COTTAGE, ROYALOAK, BROADFORD",Kildare,W91F7TX,300000.0,0,0,0,,2024,8
2025-02-21,"KILPADDER, DROMAHANE, MALLOW",Cork,P51AH79,255000.0,0,0,0,,2025,2
2023-04-27,"119 WALLED GARDENS, CASTLETOWN, CELBRIDGE",Kildare,W23NH48,300000.0,0,0,0,,2023,4
2012-05-23,"16 Rossmore Avenue, Templeogue, Dublin",Dublin,,356000.0,0,0,0,,2012,5
2024-02-19,"68 Glenbourne, Ballinglanna, Glanmire",Cork,,350220.27,0,1,1,,2024,2
2015-07-10,"26 Oakfields, Youghal",Cork,,75000.0,0,0,0,,2015,7
2020-06-24,"17 COLLEGE FARM WOODS, NEWBRIDGE, KILDARE",Kildare,,119800.0,0,0,0,,2020,6
2019-01-11,"10 ST ANNES TERRACE, RAHENY DUBLIN 5",Dublin,,620000.0,0,0,0,,2019,1
2025-07-01,"77 ST JOSEPHS RD, GREENHILLS, DUBLIN 12",Dublin,D12PK74,490000.0,0,0,0,,2025,7
2016-11-04,"20 Golden Ridge Avenue, Skerries Road, Rush",Dublin,,194499.67,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11
2019-07-18,"227 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9",Dublin,,795000.0,0,0,0,,2019,7
2019-12-16,"APT 1 MANDERVILLE, PATRICK ST, PORTUMNA",Galway,,75000.0,0,0,0,,2019,12
2025-06-16,"235 THE COMPASS BUILDING, SEABOURNE VIEW, GREYSTONES",Wicklow,A63DD73,425000.0,0,0,0,,2025,6
2024-11-06,"410 SWIFTWOOD, SAGGART, DUBLIN",Dublin,D24YV81,325000.0,0,0,0,,2024,11
2016-09-22,"30A FOREST PARK, KINGSWOOD, DUBLIN 24",Dublin,,286000.0,0,0,0,,2016,9
2023-01-30,"117 WELL ROAD, MARYBOROUGH VILLAGE, PORTLAOISE",Laois,,330396.0,0,1,1,,2023,1
2022-07-20,"60 THOMAS MOORE RD, WALKINSTOWN, DUBLIN 12",Dublin,D12H2H0,410000.0,0,0,0,,2022,7
2013-08-21,"Kincora, 2 Kinlen Road, Greystones",Wicklow,,835000.0,0,0,0,,2013,8
2024-06-05,"DONEGAL RD, BALLYBOFEY, DONEGAL",Donegal,,170000.0,0,0,0,,2024,6
2020-10-23,"8 CROFTWELL, SCHOOL ROAD, RATHCOOLE",Dublin,,435000.0,0,0,0,,2020,10
2019-08-12,"22 CHURCH MANOR, CARRIGALLEN, LEITRIM",Leitrim,,90000.0,0,0,0,,2019,8
2021-03-18,"CAHIR, KILCROHANE, CO CORK",Cork,,160000.0,0,0,0,,2021,3
2024-08-19,"22 The Boulevard, Kilmartin Grove, Hollystown",Dublin,,431718.0,0,1,1,,2024,8
2024-10-01,"3 BROMLEY GROVE, ARDKEEN VILLAGE, WATERFORD",Waterford,X91T0CN,323000.0,0,0,0,,2024,10
2016-11-10,"31 MOOREHALL RISE, HALE ST, ARDEE",Louth,,175000.0,0,0,0,,2016,11
2017-08-11,"58 ESKER GATE MOUNTMELLICK, MOUNTMELLICK, LAOIS",Laois,,172500.0,0,0,0,,2017,8
2023-07-14,"42 FOREST WALK, RIVERVALLEY, SWORDS",Dublin,K67HF34,417000.0,0,0,0,,2023,7
2015-10-30,"DERRYHASSEN, DOWNINGS, DONEGAL",Donegal,,145000.0,0,0,0,,2015,10
2023-01-05,"13 OSBERSTOWN DR, SALLINS, KILDARE",Kildare,W91Y244,390000.0,0,0,0,,2023,1
2024-05-30,"67 AYLESBURY, BALLINTEMPLE, CO CORK",Cork,T12ED7A,695000.0,0,0,0,,2024,5
2019-07-19,"131 DEERPARK, FRIARS WALK, CORK",Cork,,339000.0,0,0,0,,2019,7
2025-01-17,"146 GLENAMUCK MANOR, GLENAMUCK ROAD, DUBLIN 18",Dublin,D18WT0V,696035.24,0,1,1,,2025,1
2017-04-13,"12 Park Avenue, Millers Glen, Swords",Dublin,,339408.59,0,0,1,greater than or equal to 38 sq metres and less than 125 sq metres,2017,4
2022-04-12,"87 THE CASINO, MALAHIDE, DUBLIN",Dublin,K36VF96,800000.0,0,0,0,,2022,4
2024-12-09,"50 Clover Lawn, Janeville, Carrigaline",Cork,,316411.89,1,1,1,,2024,12
2021-10-21,"13 AHERLOW WOODS, CO TIPPERARY",Tipperary,E34WR64,52500.0,0,0,0,,2021,10
2021-07-02,"3 DEERPARK WOODS, HEADFORD, GALWAY",Galway,H91PN0C,280000.0,0,0,0,,2021,7
2020-12-10,"27 HAWTHORN HILL, NEWTOWNCUNNINGHAM, LIFFORD",Donegal,,136000.0,0,0,0,,2020,12
2021-09-09,"5 CLARION VILLAGE, BALINODE RD, SLIGO",Sligo,,70000.0,0,0,0,,2021,9
2019-10-10,"APT 5, 1 DERMOT ST, CLONGRIFFIN DUBLIN 13",Dublin,,265000.0,0,0,0,,2019,10
2014-07-17,"58 ROSEVALE, CASTLEBLAYNEY, MONAGHAN",Monaghan,,90000.0,0,0,0,,2014,7
2024-04-04,"3 REDHILLS PARK, ELLISTOWN, KILDARE",Kildare,R51EW60,534000.0,0,0,0,,2024,4
2022-06-27,"14 VERBENA PARK, SUTTON, DUBLIN 13",Dublin,D13P8K8,570000.0,0,0,0,,2022,6
2018-11-27,"19 Belltree Green, Clongriffin, Dublin 13",Dublin,,325991.19,0,1,1,,2018,11
2014-06-25,"Apartment 203 Bushy Park House, Templeogue Road, Terenure",Dublin,,201661.0,0,0,0,,2014,6
2020-04-02,"THE HAND CROSS, DOONOGAN, ENNIS",Clare,,155000.0,0,0,0,,2020,4
2018-06-08,"THE HILL, ABBEYFEALE, CO LIMERICK",Limerick,,80000.0,0,0,0,,2018,6
2019-08-19,"54 GLENEALY RD, CRUMLIN, DUBLIN 12",Dublin,,310000.0,0,0,0,,2019,8
2019-04-08,"43 THE SALTINGS, ANNAGASAN, CO LOUTH",Louth,,168000.0,0,0,0,,2019,4
2013-11-21,"71 Clonard Road, Crumlin",Dublin,,141000.0,0,0,0,,2013,11
2015-04-21,"18 AVONCOURT, BALLINCOLLIG, CORK",Cork,,230000.0,0,0,0,,2015,4
2024-06-25,"151 HARDMANS GARDENS, DROGHEDA, LOUTH",Louth,A92F4WH,170000.0,0,0,0,,2024,6
2022-07-27,"42 Corr na Meala, Hillside, Birr",Offaly,,233480.0,0,1,1,,2022,7
2013-12-20,"48 Milltown Gate, Blessington, Co. Wicklow",Wicklow,,176212.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2013,12
2018-03-22,"CLOGHEEN, MONASTEREVAN, CO KILDARE",Kildare,,250000.0,0,0,0,,2018,3
2010-09-24,"1 Ballinclea Wood, Ballinclea Road, Killiney",Dublin,,547800.0,0,0,0,,2010,9
2021-09-13,"GLEBE, DONEGAL, DONEGAL",Donegal,,210000.0,0,0,0,,2021,9
2024-10-11,"35 Garrai Broc, Crooke, Passage East",Waterford,,361233.0,0,1,1,,2024,10
2021-05-28,"15 CULRUA, BROWN STREET, PORTLAW",Waterford,,140000.0,0,0,0,,2021,5
2013-04-22,"94 Uam Var Drive, Bishopstown",Cork,,160000.0,0,0,0,,2013,4
2020-12-07,"20 Bishops Avenue, Farranferris, Fairhill",Cork,,285000.0,0,1,1,,2020,12
2023-12-15,"CRUSH, GLANMIRE, CORK",Cork,T45FY76,310000.0,0,0,0,,2023,12
2019-08-30,"4 CALDRAGH CRESCENT, CARRICK ON SHANNON, LEITRIM",Leitrim,,198000.0,0,0,0,,2019,8
2018-06-15,"24 BELARMINE WAY, STEPASIDE, DUBLIN 18",Dublin,,510000.0,0,0,0,,2018,6
2023-04-24,"11 CLAYTON HALL, TULLOW RD, CARLOW",Carlow,R93R6P9,220000.0,0,0,0,,2023,4
2020-09-25,"4 TOWER VIEW COURT, CARA STREET, CLONES",Monaghan,,45174.0,1,0,0,,2020,9
2011-10-10,"27 Knockaphunta Park, Castlebar",Mayo,,155000.0,0,0,0,,2011,10
2020-04-03,"226 GLEANN NA RI, MURROUGH, RENMORE",Galway,,187500.0,0,0,0,,2020,4
2019-11-14,"BOLIES, KILBRIDE, CLONEE",Meath,,547500.0,0,0,0,,2019,11
2017-02-17,"MOUNT VIEW, NEWTOWN, CLIFFONEY",Sligo,,327500.0,0,0,0,,2017,2
2021-05-10,"FIRST FLOOR, 36 CALDERWOOD ROAD, DRUMCONDRA",Dublin,,310000.0,0,0,0,,2021,5
2025-05-01,"87 THE FAIRWAYS, MONALEEN, CASTLETROY",Limerick,V94Y8XT,650000.0,0,0,0,,2025,5
2023-07-25,"14 FOREST PARK MANOR, BOYLE",Roscommon,F52FF66,229074.0,0,1,1,,2023,7
2024-10-15,"Apartment 85  Hayfield Court, Churchview Road and Church Road, Killiney  DN15061 (part of)",Dublin,,528855.55,0,1,1,,2024,10
2022-05-04,"COOLISTEIGE, TULLA, CO CLARE",Clare,,15000.0,0,0,0,,2022,5
2018-12-21,"16 SPRINGFIELD PARK, COBH, CO. CORK",Cork,,56700.0,1,0,0,,2018,12
2019-05-27,"34 WESTCOURT, CALLAN, DEMESNE",Kilkenny,,169000.0,0,0,0,,2019,5
2020-02-18,"54 Finlay Park, Old Carragh Road, Naas",Kildare,,339207.0,0,1,1,,2020,2
2011-08-12,"Apartment 12 Reuben Street, Rialto",Dublin,,147050.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2011,8
2015-05-15,"3 Newtown Manor, Ballindine, Claremorris",Mayo,,162995.6,0,1,1,greater than 125 sq metres,2015,5
2021-08-13,"5 RIVERSIDE, ABBEYTOWN, BOYLE",Roscommon,F52Y663,135000.0,0,0,0,,2021,8
2024-08-27,"18 Gort Mell, Old Slane Road, Drogheda",Louth,,334801.76,0,1,1,,2024,8
2017-04-28,"11 HAWTHORN PLACE, BALLINROBE, COUNTY MAYO",Mayo,,125000.0,0,0,0,,2017,4
2023-10-11,"17 Campion Avenue, Abbey Fort, Kinsale",Cork,,409691.62,0,1,1,,2023,10
2025-08-21,"AN BHAINSEACH, GLENART, WICKLOW",Wicklow,Y14AH73,590000.0,0,0,0,,2025,8
2022-05-31,"7 TEMPLEVIEW PLACE, CLAREHALL, DUBLIN 13",Dublin,D13E6C5,445000.0,0,0,0,,2022,5
2016-02-02,"11 ROSSAOR COTTAGES, BALLYLIFFIN, CLONMANY",Donegal,,122500.0,0,0,0,,2016,2
2017-03-03,"Apartment 126 Neptune Block, Honeypark, Dun-Laoghaire",Dublin,,396475.77,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2017,3
2025-02-27,"29 MORRISON TERRACE, BALLINA, CO MAYO",Mayo,F26H5P9,166000.0,0,0,0,,2025,2
2021-11-30,"111  Castleland Park Way, Balbriggan, Co. Dublin",Dublin,,277533.04,0,1,1,,2021,11
2015-11-20,"80 DRYNAM HOUSE, KINSEALY, DUBLIN",Dublin,,140000.0,0,0,0,,2015,11
2019-11-14,"43 Tuairín, Roscam",Galway,,343480.0,0,1,1,,2019,11
2013-03-26,"Barleyfield, Kilbrittan",Cork,,29000.0,0,0,0,,2013,3
2019-10-22,"8 Orchard View, Clarecastle, Co Clare",Clare,,196823.51,0,1,1,,2019,10
2019-06-06,"27 Hazelbrook, Kinsealy Lane, Malahide",Dublin,,616740.08,0,1,1,,2019,6
2015-02-17,"53 HORIZON APTS, ROYAL CANAL, ASHTOWN DUBLIN 15",Dublin,,83567.05,1,0,0,,2015,2
2014-07-16,"DROUMALOUGHLIN, BANTRY, CORK",Cork,,175000.0,0,0,0,,2014,7
2024-11-06,"63 DEERPARK CLOSE, TALLAGHT, DUBLIN 24",Dublin,D24K310,252000.0,0,0,0,,2024,11
2015-07-03,"2 JANE VILLE, ST KEVINS PARADE, DUBLIN 8",Dublin,,380000.0,0,0,0,,2015,7
